Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
Fundo Municipal de Saude;12001;73;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43349;Serviços de Manutenção preventiva de Balanças digitais. Conforme Termo de Referência.;UNIDADE;1,0000;279,7500;279,7500;279,7500;01/12/2027
Fundo Municipal de Saude;12001;83;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43389;Serviços de Manutenção preventiva de Monitores Multiparamétrico. Conforme Termo de Referência.;UNIDADE;1,0000;806,0000;806,0000;806,0000;01/12/2027
Fundo Municipal de Saude;12001;52;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43377;Serviços de Manutenção preventiva de Estetoscópios tipo adulto e infantil. Conforme Termo de Referência.;UNIDADE;1,0000;66,0000;66,0000;66,0000;01/12/2027
Fundo Municipal de Saude;12001;53;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43347;Serviços de Manutenção preventiva de Autoclaves de 20 a 60 litros. Conforme Termo de Referência.;UNIDADE;1,0000;299,3000;299,3000;299,3000;01/12/2027
Fundo Municipal de Saude;12001;54;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43380;Serviços de Manutenção Corretiva de Otoscópio.  Conforme Termo de Referência.;HORA;1,0000;154,6000;154,6000;154,6000;01/12/2027
Fundo Municipal de Saude;12001;56;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43363;Serviços de Manutenção preventiva de   Oftalmoscópio. Conforme Termo de Referência.;UNIDADE;1,0000;100,0000;100,0000;100,0000;01/12/2027
Fundo Municipal de Saude;12001;57;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43375;Serviços de Manutenção preventiva de monitor cardíaco. Conforme Termo de Referência.;UNIDADE;1,0000;454,0000;454,0000;454,0000;01/12/2027
Fundo Municipal de Saude;12001;58;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICO;;;43412;Peças, componentes, materiais e acessórios para aplicação na manutenção preventiva e corretiva de Compressor de ar odontológico de 40 a 60 litros. Conforme Termo de Referência.;GLOBAL;1,0000;100000,0000;100000,0000;100000,0000;01/12/2027
Fundo Municipal de Saude;12001;60;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43334;Serviços de Manutenção preventiva de Caneta de Alta rotação. Conforme Termo de Referência.;UNIDADE;1,0000;210,0000;210,0000;210,0000;01/12/2027
Fundo Municipal de Saude;12001;62;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43323;Serviços de Manutenção Corretiva de Equipo odontológico completo: refletor, seringa tríplice, placa mãe, sugador, conector de caneta de alta rotação, micromotor, e contra ângulo e mangueiras. Conforme Termo de Referência.;HORA;1,0000;330,0000;330,0000;330,0000;01/12/2027
Fundo Municipal de Saude;12001;66;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43355;Serviços de Manutenção preventiva de Cardioversores. Conforme Termo de Referência.;UNIDADE;1,0000;570,5500;570,5500;570,5500;01/12/2027
Fundo Municipal de Saude;12001;74;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43384;Serviços de Manutenção Corretiva de Serra elétrica para cortar gesso. Conforme Termo de Referência.;HORA;1,0000;90,0000;90,0000;90,0000;01/12/2027
Fundo Municipal de Saude;12001;78;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43430;Serviço de manutenção corretiva de cama hospitalar elétrica. Conforme Termo de Referência.;HORA;1,0000;326,0000;326,0000;326,0000;01/12/2027
Fundo Municipal de Saude;12001;96;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43327;Serviços de manutenção Corretiva de Aparelho de raio X periapical. Conforme Termo de Referência.;HORA;1,0000;133,7500;133,7500;133,7500;01/12/2027
Fundo Municipal de Saude;12001;63;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43319;Serviços de Manutenção preventiva de Aparelho de profilaxia. Conforme Termo de Referência.;UNIDADE;1,0000;123,3500;123,3500;123,3500;01/12/2027
Fundo Municipal de Saude;12001;64;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICO;;;43406;Peças, componentes, materiais e acessórios para aplicação na manutenção corretiva e preventiva da Central Manifold Duplo 6+6 novo, com as seguintes especificações mínimas,  
Composta:
01 Bloco central semi automático para oxigênio fabricado em latão padrão ABNT,
12 Chicotes flexíveis em tubo de cobre ou em malha de aço,
02 reguladores de pressão para controlar a pressão e vazão de saída e entrada,
01 válvula para abertura e fechamento da passagem de gás,
01 manômetro de pressão em aço carbono.
Conforme Termo de Referência.;GLOBAL;1,0000;25000,0000;25000,0000;25000,0000;01/12/2027
Fundo Municipal de Saude;12001;67;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43356;Serviços de Manutenção Corretiva de Aparelhos de pressão tipo adulto e pediátrico. Conforme Termo de Referência.;HORA;1,0000;147,2000;147,2000;147,2000;01/12/2027
Fundo Municipal de Saude;12001;69;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43398;Serviços de Manutenção Corretiva de Cuba de ultrassom. Conforme Termo de Referência.;HORA;1,0000;150,1000;150,1000;150,1000;01/12/2027
Fundo Municipal de Saude;12001;70;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43342;Serviços de Manutenção Corretiva de Aspirador de secreção. Conforme Termo de Referência.;HORA;1,0000;211,8000;211,8000;211,8000;01/12/2027
Fundo Municipal de Saude;12001;72;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43320;Serviços de Manutenção Corretiva de Aparelho de profilaxia. Conforme Termo de Referência.;HORA;1,0000;193,5000;193,5000;193,5000;01/12/2027
Fundo Municipal de Saude;12001;75;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43333;Serviços de Manutenção Corretiva de Caneta de Alta rotação. Conforme Termo de Referência.;HORA;1,0000;81,0000;81,0000;81,0000;01/12/2027
Fundo Municipal de Saude;12001;76;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43372;Serviços de Manutenção Corretiva de Eletrocardiógrafos. Conforme Termo de Referência.;HORA;1,0000;167,0000;167,0000;167,0000;01/12/2027
Fundo Municipal de Saude;12001;77;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43350;Serviços de Manutenção Corretiva de Balanças mecânicas. Conforme Termo de Referência.;HORA;1,0000;148,8500;148,8500;148,8500;01/12/2027
Fundo Municipal de Saude;12001;81;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43413;Serviço de manutenção corretiva de bicicleta e esteira ergométrica. Conforme Termo de Referência.;HORA;1,0000;170,9500;170,9500;170,9500;01/12/2027
Fundo Municipal de Saude;12001;89;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43443;Serviço de manutenção preventiva de aparelho de bioimpedância. Conforme Termo de Referência.;UNIDADE;1,0000;241,6500;241,6500;241,6500;01/12/2027
Fundo Municipal de Saude;12001;107;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43313;Serviços de manutenção preventiva da Cadeira odontológica da marca Gnatus modelos: Kavic/ Syncrus/ NC. Incluso deslocamento. Conforme Termo de Referência.;UNIDADE;1,0000;127,6700;127,6700;127,6700;01/12/2027
Fundo Municipal de Saude;12001;117;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43315;Serviços de manutenção preventiva da Cadeira da odontológica da marca Dentmed. Conforme Termo de Referência.;UNIDADE;1,0000;118,8700;118,8700;118,8700;01/12/2027
Fundo Municipal de Saude;12001;79;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43360;Serviços de Manutenção Corretiva de Laringoscópio. Conforme Termo de Referência.;HORA;1,0000;161,0000;161,0000;161,0000;01/12/2027
Fundo Municipal de Saude;12001;88;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43373;Serviços de Manutenção preventiva de Eletrocardiógrafos. Conforme Termo de Referência.;UNIDADE;1,0000;290,0000;290,0000;290,0000;01/12/2027
Fundo Municipal de Saude;12001;80;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43344;Serviços de Manutenção corretiva de bomba de infusão. Conforme Termo de Referência.;HORA;1,0000;178,8000;178,8000;178,8000;01/12/2027
Fundo Municipal de Saude;12001;82;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43472;Serviços de Manutenção preventiva de esteriomicroscopio. Conforme Termo de Referência.;UNIDADE;1,0000;141,0000;141,0000;141,0000;01/12/2027
Fundo Municipal de Saude;12001;86;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43444;Serviço de manutenção corretiva de aparelho de laser e caneta infravermelho. Conforme Termo de Referência.;HORA;1,0000;146,3500;146,3500;146,3500;01/12/2027
Fundo Municipal de Saude;12001;90;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43469;Serviços de Manutenção Corretiva de compressor odontológico. Conforme Termo de Referência.;HORA;1,0000;128,0000;128,0000;128,0000;01/12/2027
Fundo Municipal de Saude;12001;92;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43367;Serviços de Manutenção preventiva de Desfibriladores. Conforme Termo de Referência.;UNIDADE;1,0000;210,0000;210,0000;210,0000;01/12/2027
Fundo Municipal de Saude;12001;93;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICO;;;43415;Peças, componentes, materiais e acessórios para aplicação na manutenção preventiva e corretiva de bicicleta e esteira ergométrica. Conforme Termo de Referência.;GLOBAL;1,0000;100000,0000;100000,0000;100000,0000;01/12/2027
Fundo Municipal de Saude;12001;97;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43312;Serviços de manutenção corretiva da Cadeira Odontológica marca Kavo modelos Unik e NC. Conforme Termo de Referência.;HORA;1,0000;85,3600;85,3600;85,3600;01/12/2027
Fundo Municipal de Saude;12001;101;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43388;Serviços de Manutenção Corretiva de Monitores Multiparamétrico. Conforme Termo de Referência.;HORA;1,0000;255,0000;255,0000;255,0000;01/12/2027
Fundo Municipal de Saude;12001;111;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43316;Serviços de manutenção corretiva da Cadeira da odontológica da marca Dentmed. Conforme Termo de Referência.;HORA;1,0000;85,3600;85,3600;85,3600;01/12/2027
Fundo Municipal de Saude;12001;94;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43408;Serviços de Manutenção preventiva de aparelho de RX convencional. Conforme Termo de Referência.;UNIDADE;1,0000;2248,7000;2248,7000;2248,7000;01/12/2027
Fundo Municipal de Saude;12001;95;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43382;Serviços de Manutenção Corretiva de oxímetro de pulso. Conforme Termo de Referência.;HORA;1,0000;173,2500;173,2500;173,2500;01/12/2027
Fundo Municipal de Saude;12001;98;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43359;Serviços de Manutenção preventiva de Aparelho de Ultrassonografias. Conforme Termo de Referência.;UNIDADE;1,0000;1272,6000;1272,6000;1272,6000;01/12/2027
Fundo Municipal de Saude;12001;99;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43343;Serviços de Manutenção preventiva de Aspirador de secreção. Conforme Termo de Referência.;UNIDADE;1,0000;215,0000;215,0000;215,0000;01/12/2027
Fundo Municipal de Saude;12001;100;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43337;Serviços de Manutenção Corretiva de Destiladora de água. Conforme Termo de Referência.;HORA;1,0000;157,5000;157,5000;157,5000;01/12/2027
Fundo Municipal de Saude;12001;103;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43370;Serviços de Manutenção Corretiva de Detectores Doppler fetais. Conforme Termo de Referência.;HORA;1,0000;121,6500;121,6500;121,6500;01/12/2027
Fundo Municipal de Saude;12001;106;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43445;Serviço de manutenção preventiva de aparelho de laser e caneta infravermelho. Conforme Termo de Referência.;UNIDADE;1,0000;235,5500;235,5500;235,5500;01/12/2027
Fundo Municipal de Saude;12001;104;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43317;Serviços de Manutenção preventiva de amalgadores em Cápsula. Conforme Termo de Referência.;UNIDADE;1,0000;101,6500;101,6500;101,6500;01/12/2027
Fundo Municipal de Saude;12001;105;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43405;Serviços de Manutenção preventiva da Central Manifold Duplo 6+6 novo, com as seguintes especificações mínimas,  
Composta:
01 Bloco central semi automático para oxigênio fabricado em latão padrão ABNT,
12 Chicotes flexíveis em tubo de cobre ou em malha de aço,
02 reguladores de pressão para controlar a pressão e vazão de saída e entrada,
01 válvula para abertura e fechamento da passagem de gás,
01 manômetro de pressão em aço carbono.
Conforme Termo de Referência.;UNIDADE;1,0000;450,0000;450,0000;450,0000;01/12/2027
Fundo Municipal de Saude;12001;109;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43368;Serviços de Manutenção Corretiva de Destilador de água - reservatório com capacidade de 4 litros de água comum e 3,8 litros de água destilada. Conforme Termo de Referência.;HORA;1,0000;176,1000;176,1000;176,1000;01/12/2027
Fundo Municipal de Saude;12001;116;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43353;Serviços de Manutenção preventiva de Bisturi Elétrico/ Eletrônico. Conforme Termo de Referência.;UNIDADE;1,0000;276,2500;276,2500;276,2500;01/12/2027
Fundo Municipal de Saude;12001;108;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43394;Serviços de Manutenção corretiva de Negatoscópio. Conforme Termo de Referência.;HORA;1,0000;165,4500;165,4500;165,4500;01/12/2027
Fundo Municipal de Saude;12001;110;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43322;Serviços de Manutenção Corretiva de Ultrasson Odontológico. Conforme Termo de Referência.;HORA;1,0000;195,5500;195,5500;195,5500;01/12/2027
Fundo Municipal de Saude;12001;113;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43361;Serviços de Manutenção preventiva de Laringoscópio. Conforme Termo de Referência.;UNIDADE;1,0000;250,0000;250,0000;250,0000;01/12/2027
Fundo Municipal de Saude;12001;114;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43404;Serviços de Manutenção corretiva da Central Manifold Duplo 6+6 novo, com as seguintes especificações mínimas,  
Composta:
01 Bloco central semi automático para oxigênio fabricado em latão padrão ABNT,
12 Chicotes flexíveis em tubo de cobre ou em malha de aço,
02 reguladores de pressão para controlar a pressão e vazão de saída e entrada,
01 válvula para abertura e fechamento da passagem de gás,
01 manômetro de pressão em aço carbono.
Conforme Termo de Referência.;HORA;1,0000;373,3500;373,3500;373,3500;01/12/2027
Fundo Municipal de Saude;12001;119;Serviço;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43338;Serviços de Manutenção preventiva de Destiladora de água. Conforme Termo de Referência.;UNIDADE;1,0000;179,9000;179,9000;179,9000;01/12/2027
Fundo Municipal de Saude;12001;120;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;41422;Prestação de serviços de apoio à pacientes Individual/transplantado (hospedagem em isolamento, alimentação e transporte a hospitais) para pacientes em tratamento de saúde e acompanhantes, na cidade de Curitiba.;DIARIA;200,0000;150,4800;30096,0000;30096,0000;01/03/2027
Fundo Municipal de Saude;12001;121;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;23503;Prestação de serviços de apoio (hospedagem, alimentação e transporte a hospitais) para pacientes em tratamento de saúde e acompanhantes, na cidade de Curitiba;DIARIA;7000,0000;104,9400;734580,0000;734580,0000;01/03/2027
Fundo Municipal de Saude;12001;126;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42270;SERVIÇOS DE TERCEIROS. Exames - prestação de serviços médicos. PCA - PLANO DE CONTRATAÇÃO ANUAL;GLOBAL;1,0000;6973176,0000;6973176,0000;6973176,0000;01/09/2027
Fundo Municipal de Saude;12001;122;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;14007;Locação de impressora multifuncional A3 com tecnologia a seco colorida para impressão de imagens radiológicas em papel sem fins diagnósticos com uso de Software de conversão de Imagens DICOM para Post Script, com fornecimento do equipamento, suprimentos e peças para manutenção preventiva e corretiva.
Conforme Termo de Referência.;MÊS;12,0000;1401,2500;16815,0000;16815,0000;01/02/2027
Fundo Municipal de Saude;12001;123;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;14010;Serviço de impressão laser A4 colorida, imagens médicas, incluindo fornecimento de papel tipo couchê brilho ou fosco na gramatura de no mínimo de 150 g/m². Conforme termo de referência.;UNIDADE;36000,0000;1,6600;59760,0000;59760,0000;01/02/2027
Fundo Municipal de Saude;12001;124;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;18333;Serviço de impressão laser A3 colorida, imagens médicas, incluindo fornecimento de papel tipo couchê brilho ou fosco na gramatura de no mínimo de 150 g/m². Conforme termo de referência.;UNIDADE;5000,0000;3,3400;16700,0000;16700,0000;01/02/2027
Fundo Municipal de Saude;12001;125;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;25904;Locação imóvel para funcionamento da nova sede do CAPS - Centro Apoio  Psicosocial, situado a rua Osório de Almeida Taques  126 - centro, nesta cidade.;MÊS;12,0000;5868,0700;70416,8400;70416,8400;01/12/2027
Fundo Municipal de Saude;12001;127;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42269;PROGRAMA MAIS MEDICOS. PCA - PLANO DE CONTRATAÇÃO ANUAL;GLOBAL;1,0000;128400,0000;128400,0000;128400,0000;01/08/2027
Fundo Municipal de Saude;12001;128;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42268;CONTRATOS DE TERCEIRIZAÇÃO. Credenciamento de serviços médicos. PCA - PLANO DE CONTRATAÇÃO ANUAL;GLOBAL;1,0000;6602031,5200;6602031,5200;6602031,5200;01/07/2027
Fundo Municipal de Saude;12001;132;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42454;Reparo de pneu com utilização de vulcanizante - micro-ônibus e caminhonetes.;UNIDADE;10,0000;110,2500;1102,5000;1102,5000;01/11/2027
Fundo Municipal de Saude;12001;136;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42486;Deslocamento até 25 Km (Ida e Volta) - micro-ônibus e caminhonetes.;UNIDADE;10,0000;183,6500;1836,5000;1836,5000;01/11/2027
Fundo Municipal de Saude;12001;129;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42452;Reparo de pneu com furo/rasgo com fornecimento de material e mão-de-obra - carros utilitários/passeio e motos.;UNIDADE;10,0000;15,0000;150,0000;150,0000;01/11/2027
Fundo Municipal de Saude;12001;138;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42479;Reparo de pneu com utilização de vulcanizante - ônibus e caminhões.;UNIDADE;10,0000;194,0500;1940,5000;1940,5000;01/11/2027
Fundo Municipal de Saude;12001;135;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42485;Deslocamento até 10 Km (Ida e Volta) - micro-ônibus e caminhonetes.;UNIDADE;10,0000;133,0000;1330,0000;1330,0000;01/11/2027
Fundo Municipal de Saude;12001;141;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42482;Deslocamento até 10 Km (Ida e Volta) - ônibus e caminhões.;UNIDADE;10,0000;50,0100;500,1000;500,1000;01/11/2027
Fundo Municipal de Saude;12001;130;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42453;Reparo de válvula do pneu com material e mão de obra - carros utilitários/passeio e motos.;UNIDADE;10,0000;25,0000;250,0000;250,0000;01/11/2027
Fundo Municipal de Saude;12001;131;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42458;Reparo de pneu com furo/rasgo com material e mão de obra - micro-ônibus e caminhonetes.;UNIDADE;10,0000;47,5000;475,0000;475,0000;01/11/2027
Fundo Municipal de Saude;12001;133;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42488;Troca de pneu para manutenção - micro-ônibus e caminhonetes.;UNIDADE;10,0000;48,2500;482,5000;482,5000;01/11/2027
Fundo Municipal de Saude;12001;134;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42459;Reparo de válvula do pneu com material e mão de obra - micro-ônibus e caminhonetes.;UNIDADE;10,0000;39,5000;395,0000;395,0000;01/11/2027
Fundo Municipal de Saude;12001;137;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42478;Reparo de pneu com furo/rasgo com fornecimento de material e mão-de-obra - ônibus e caminhões.;UNIDADE;10,0000;61,5000;615,0000;615,0000;01/11/2027
Fundo Municipal de Saude;12001;139;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42480;Troca de pneu para manutenção - ônibus e caminhões.;UNIDADE;10,0000;60,7500;607,5000;607,5000;01/11/2027
Fundo Municipal de Saude;12001;140;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42481;Reparo de válvula do pneu com material e mão de obra - ônibus e caminhões.;UNIDADE;10,0000;31,7500;317,5000;317,5000;01/11/2027
Fundo Municipal de Saude;12001;142;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;42484;Deslocamento até 25 Km (Ida e Volta) - ônibus e caminhões.;UNIDADE;10,0000;70,0000;700,0000;700,0000;01/11/2027
Fundo Municipal de Saude;12001;151;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43110;Outsourcing de Impressão - Páginas Impressas Policromática - Saúde - com fornecimento papel.
Compatível com papel sulfite A3:
Gramatura mínima: 150 g/m²,
Tipo Papel: Couchê Brilho ou Fosco,
Cor: Branco.
Conforme especificado no Termo de Referência.;UNIDADE;20016,0000;4,3700;87469,9200;87469,9200;01/03/2027
Fundo Municipal de Saude;12001;145;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43115;Outsourcing de Impressão - Locação de Equipamento - Multifuncional Monocromático A4 acima de 40 ppm - Saúde (sem fornecimento de papel), com fornecimento do equipamento, suprimentos e peças para manutenção preventiva e corretiva.
Conforme especificado no Termo de Referência.;MÊS;48,0000;177,6400;8526,7200;8526,7200;01/03/2027
Fundo Municipal de Saude;12001;147;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43107;Outsourcing de Impressão - Páginas Impressas Monocromática sem fornecimento papel.
Compatível com papel sulfite A4 e A3:
Gramatura: 75 a 180 g/m²,
Conforme especificado no Termo de Referência.;UNIDADE;7622544,0000;0,0700;533578,0800;533578,0800;01/03/2027
Fundo Municipal de Saude;12001;150;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43109;Outsourcing de Impressão - Páginas Impressas Policromática - Saúde - com fornecimento papel.
Compatível com papel sulfite A4:
Gramatura mínima: 150 g/m²,
Tipo Papel: Couchê Brilho ou Fosco,
Cor: Branco.
Conforme especificado no Termo de Referência.;UNIDADE;144000,0000;2,2500;324000,0000;324000,0000;01/03/2027
Fundo Municipal de Saude;12001;152;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;1909;Serviço de chaveiro para confecção (cópia) de chaves gorje.;UNIDADE;10,0000;18,0000;180,0000;180,0000;01/10/2027
Fundo Municipal de Saude;12001;155;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;23755;Serviço de chaveiro para confecção (cópia) de chaves yale.;UNIDADE;10,0000;9,7000;97,0000;97,0000;01/10/2027
Fundo Municipal de Saude;12001;143;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43113;Outsourcing de Impressão - Locação de Equipamento - Impressora Monocromático A4 de 30 a 45 ppm - Consultório (sem fornecimento de papel), com fornecimento do equipamento, suprimentos e peças para manutenção preventiva e corretiva.
Conforme especificado no Termo de Referência.;MÊS;48,0000;144,5300;6937,4400;6937,4400;01/03/2027
Fundo Municipal de Saude;12001;144;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43114;Outsourcing de Impressão - Locação de Equipamento - Impressora Monocromático A4 acima de 50 ppm - Saúde (sem fornecimento de papel), com fornecimento do equipamento, suprimentos e peças para manutenção preventiva e corretiva.
Conforme especificado no Termo de Referência.;MÊS;48,0000;158,9700;7630,5600;7630,5600;01/03/2027
Fundo Municipal de Saude;12001;146;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43116;Outsourcing de Impressão - Locação de Equipamento - Multifuncional Policromático A4 de 30 a 45 ppm - Saúde (sem fornecimento de papel), com fornecimento do equipamento, suprimentos e peças para manutenção preventiva e corretiva.
Conforme especificado no Termo de Referência.;MÊS;48,0000;279,7500;13428,0000;13428,0000;01/03/2027
Fundo Municipal de Saude;12001;148;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43108;Outsourcing de Impressão - Páginas Impressas Policromática sem fornecimento papel.
Compatível com papel sulfite A4 e A3:
Gramatura: 75 a 180 g/m²,
Conforme especificado no Termo de Referência.;UNIDADE;192000,0000;0,5300;101760,0000;101760,0000;01/03/2027
Fundo Municipal de Saude;12001;149;Material;;;Catálogo do Compras.gov.br;Serviço;1;GENÉRICA;;;43163;Outsourcing de Impressão - Locação de Equipamento - Multifuncional Policromático A3/A4 acima de 60 ppm - Saúde (com fornecimento de papel), sem fins diagnósticos com uso de Software de conversão de Imagens DICOM para Post Script, com fornecimento do equipamento, suprimentos e peças para manutenção preventiva e corretiva.
Conforme Termo de Referência.;MÊS;48,0000;1640,9200;78764,1600;78764,1600;01/03/2027
Fundo Municipal de Saude;12001;157;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;3576;Serviço de chaveiro para confecção de chave para tambor yale;UNIDADE;10,0000;36,1500;361,5000;361,5000;01/10/2027
Fundo Municipal de Saude;12001;153;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;23348;Serviço de chaveiro para confecção (cópia) de chave para fechadura de arquivo.;UNIDADE;10,0000;9,7000;97,0000;97,0000;01/10/2027
Fundo Municipal de Saude;12001;160;Material;;;Catálogo do Compras.gov.br;Material;1;GENÉRICA;;;23887;Serviço de chaveiro para confecção de chave para tambor tetra.;UNIDADE;10,0000;41,7000;417,0000;417,0000;01/10/2027
